11.313708,-11.313708
11.200854,-11.257140
11.088566,-11.200571
10.976843,-11.144003
10.865686,-11.087434
10.755094,-11.030866
10.645068,-10.974297
10.535608,-10.917729
10.426714,-10.861160
10.318385,-10.804592
10.210622,-10.748023
10.103425,-10.691455
9.996793,-10.634886
9.890727,-10.578317
9.785226,-10.521749
9.680292,-10.465180
9.575923,-10.408612
9.472120,-10.352043
9.368882,-10.295475
9.266210,-10.238906
9.164104,-10.182338
9.062563,-10.125769
8.961589,-10.069201
8.861179,-10.012632
8.761336,-9.956063
8.662058,-9.899495
8.563346,-9.842926
8.465200,-9.786358
8.367619,-9.729789
8.270604,-9.673221
8.174154,-9.616652
8.078271,-9.560084
7.982953,-9.503515
7.888200,-9.446947
7.794014,-9.390378
7.700393,-9.333810
7.607338,-9.277241
7.514848,-9.220672
7.422924,-9.164104
7.331566,-9.107535
7.240773,-9.050967
7.150547,-8.994398
7.060885,-8.937830
6.971790,-8.881261
6.883260,-8.824693
6.795296,-8.768124
6.707898,-8.711556
6.621065,-8.654987
6.534798,-8.598418
6.449097,-8.541850
6.363961,-8.485281
6.279391,-8.428713
6.195387,-8.372144
6.111948,-8.315576
6.029075,-8.259007
5.946768,-8.202439
5.865026,-8.145870
5.783851,-8.089302
5.703240,-8.032733
5.623196,-7.976164
5.543717,-7.919596
5.464804,-7.863027
5.386457,-7.806459
5.308675,-7.749890
5.231459,-7.693322
5.154808,-7.636753
5.078724,-7.580185
5.003205,-7.523616
4.928251,-7.467048
4.853864,-7.410479
4.780042,-7.353911
4.706786,-7.297342
4.634095,-7.240773
4.561970,-7.184205
4.490411,-7.127636
4.419417,-7.071068
4.348990,-7.014499
4.279127,-6.957931
4.209831,-6.901362
4.141100,-6.844794
4.072935,-6.788225
4.005336,-6.731657
3.938302,-6.675088
3.871834,-6.618519
3.805932,-6.561951
3.740595,-6.505382
3.675824,-6.448814
3.611619,-6.392245
3.547979,-6.335677
3.484905,-6.279108
3.422397,-6.222540
3.360454,-6.165971
3.299077,-6.109403
3.238266,-6.052834
3.178021,-5.996266
3.118341,-5.939697
3.059227,-5.883128
3.000678,-5.826560
2.942696,-5.769991
2.885279,-5.713423
2.828427,-5.656854
2.772141,-5.600286
2.716421,-5.543717
2.661267,-5.487149
2.606678,-5.430580
2.552655,-5.374012
2.499198,-5.317443
2.446307,-5.260874
2.393981,-5.204306
2.342221,-5.147737
2.291026,-5.091169
2.240397,-5.034600
2.190334,-4.978032
2.140836,-4.921463
2.091905,-4.864895
2.043539,-4.808326
1.995738,-4.751758
1.948503,-4.695189
1.901834,-4.638620
1.855731,-4.582052
1.810193,-4.525483
1.765221,-4.468915
1.720815,-4.412346
1.676974,-4.355778
1.633700,-4.299209
1.590990,-4.242641
1.548847,-4.186072
1.507269,-4.129504
1.466257,-4.072935
1.425810,-4.016367
1.385929,-3.959798
1.346614,-3.903229
1.307865,-3.846661
1.269681,-3.790092
1.232063,-3.733524
1.195010,-3.676955
1.158524,-3.620387
1.122603,-3.563818
1.087247,-3.507250
1.052458,-3.450681
1.018234,-3.394113
0.984575,-3.337544
0.951483,-3.280975
0.918956,-3.224407
0.886995,-3.167838
0.855599,-3.111270
0.824769,-3.054701
0.794505,-2.998133
0.764807,-2.941564
0.735674,-2.884996
0.707107,-2.828427
0.679105,-2.771859
0.651670,-2.715290
0.624800,-2.658721
0.598495,-2.602153
0.572756,-2.545584
0.547583,-2.489016
0.522976,-2.432447
0.498935,-2.375879
0.475459,-2.319310
0.452548,-2.262742
0.430204,-2.206173
0.408425,-2.149605
0.387212,-2.093036
0.366564,-2.036468
0.346482,-1.979899
0.326966,-1.923330
0.308016,-1.866762
0.289631,-1.810193
0.271812,-1.753625
0.254558,-1.697056
0.237871,-1.640488
0.221749,-1.583919
0.206192,-1.527351
0.191202,-1.470782
0.176777,-1.414214
0.162917,-1.357645
0.149624,-1.301076
0.136896,-1.244508
0.124734,-1.187939
0.113137,-1.131371
0.102106,-1.074802
0.091641,-1.018234
0.081742,-0.961665
0.072408,-0.905097
0.063640,-0.848528
0.055437,-0.791960
0.047800,-0.735391
0.040729,-0.678823
0.034224,-0.622254
0.028284,-0.565685
0.022910,-0.509117
0.018102,-0.452548
0.013859,-0.395980
0.010182,-0.339411
0.007071,-0.282843
0.004525,-0.226274
0.002546,-0.169706
0.001131,-0.113137
0.000283,-0.056569
0.000000,0.000000
0.000283,0.056569
0.001131,0.113137
0.002546,0.169706
0.004525,0.226274
0.007071,0.282843
0.010182,0.339411
0.013859,0.395980
0.018102,0.452548
0.022910,0.509117
0.028284,0.565685
0.034224,0.622254
0.040729,0.678823
0.047800,0.735391
0.055437,0.791960
0.063640,0.848528
0.072408,0.905097
0.081742,0.961665
0.091641,1.018234
0.102106,1.074802
0.113137,1.131371
0.124734,1.187939
0.136896,1.244508
0.149624,1.301076
0.162917,1.357645
0.176777,1.414214
0.191202,1.470782
0.206192,1.527351
0.221749,1.583919
0.237871,1.640488
0.254558,1.697056
0.271812,1.753625
0.289631,1.810193
0.308016,1.866762
0.326966,1.923330
0.346482,1.979899
0.366564,2.036468
0.387212,2.093036
0.408425,2.149605
0.430204,2.206173
0.452548,2.262742
0.475459,2.319310
0.498935,2.375879
0.522976,2.432447
0.547583,2.489016
0.572756,2.545584
0.598495,2.602153
0.624800,2.658721
0.651670,2.715290
0.679105,2.771859
0.707107,2.828427
0.735674,2.884996
0.764807,2.941564
0.794505,2.998133
0.824769,3.054701
0.855599,3.111270
0.886995,3.167838
0.918956,3.224407
0.951483,3.280975
0.984575,3.337544
1.018234,3.394113
1.052458,3.450681
1.087247,3.507250
1.122603,3.563818
1.158524,3.620387
1.195010,3.676955
1.232063,3.733524
1.269681,3.790092
1.307865,3.846661
1.346614,3.903229
1.385929,3.959798
1.425810,4.016367
1.466257,4.072935
1.507269,4.129504
1.548847,4.186072
1.590990,4.242641
1.633700,4.299209
1.676974,4.355778
1.720815,4.412346
1.765221,4.468915
1.810193,4.525483
1.855731,4.582052
1.901834,4.638620
1.948503,4.695189
1.995738,4.751758
2.043539,4.808326
2.091905,4.864895
2.140836,4.921463
2.190334,4.978032
2.240397,5.034600
2.291026,5.091169
2.342221,5.147737
2.393981,5.204306
2.446307,5.260874
2.499198,5.317443
2.552655,5.374012
2.606678,5.430580
2.661267,5.487149
2.716421,5.543717
2.772141,5.600286
2.828427,5.656854
2.885279,5.713423
2.942696,5.769991
3.000678,5.826560
3.059227,5.883128
3.118341,5.939697
3.178021,5.996266
3.238266,6.052834
3.299077,6.109403
3.360454,6.165971
3.422397,6.222540
3.484905,6.279108
3.547979,6.335677
3.611619,6.392245
3.675824,6.448814
3.740595,6.505382
3.805932,6.561951
3.871834,6.618519
3.938302,6.675088
4.005336,6.731657
4.072935,6.788225
4.141100,6.844794
4.209831,6.901362
4.279127,6.957931
4.348990,7.014499
4.419417,7.071068
4.490411,7.127636
4.561970,7.184205
4.634095,7.240773
4.706786,7.297342
4.780042,7.353911
4.853864,7.410479
4.928251,7.467048
5.003205,7.523616
5.078724,7.580185
5.154808,7.636753
5.231459,7.693322
5.308675,7.749890
5.386457,7.806459
5.464804,7.863027
