11.313708,-11.313708
11.238409,-11.275996
11.163362,-11.238284
11.088566,-11.200571
11.014021,-11.162859
10.939728,-11.125147
10.865686,-11.087434
10.791895,-11.049722
10.718356,-11.012010
10.645068,-10.974297
10.572032,-10.936585
10.499247,-10.898873
10.426714,-10.861160
10.354432,-10.823448
10.282401,-10.785735
10.210622,-10.748023
10.139094,-10.710311
10.067818,-10.672598
9.996793,-10.634886
9.926019,-10.597174
9.855497,-10.559461
9.785226,-10.521749
9.715207,-10.484037
9.645439,-10.446324
9.575923,-10.408612
9.506658,-10.370899
9.437644,-10.333187
9.368882,-10.295475
9.300371,-10.257762
9.232112,-10.220050
9.164104,-10.182338
9.096347,-10.144625
9.028842,-10.106913
8.961589,-10.069201
8.894586,-10.031488
8.827835,-9.993776
8.761336,-9.956063
8.695088,-9.918351
8.629091,-9.880639
8.563346,-9.842926
8.497852,-9.805214
8.432610,-9.767502
8.367619,-9.729789
8.302879,-9.692077
8.238391,-9.654365
8.174154,-9.616652
8.110169,-9.578940
8.046435,-9.541228
7.982953,-9.503515
7.919722,-9.465803
7.856742,-9.428090
7.794014,-9.390378
7.731537,-9.352666
7.669312,-9.314953
7.607338,-9.277241
7.545615,-9.239529
7.484144,-9.201816
7.422924,-9.164104
7.361956,-9.126392
7.301239,-9.088679
7.240773,-9.050967
7.180559,-9.013254
7.120597,-8.975542
7.060885,-8.937830
7.001426,-8.900117
6.942217,-8.862405
6.883260,-8.824693
6.824555,-8.786980
6.766101,-8.749268
6.707898,-8.711556
6.649946,-8.673843
6.592247,-8.636131
6.534798,-8.598418
6.477601,-8.560706
6.420655,-8.522994
6.363961,-8.485281
6.307518,-8.447569
6.251327,-8.409857
6.195387,-8.372144
6.139698,-8.334432
6.084261,-8.296720
6.029075,-8.259007
5.974141,-8.221295
5.919458,-8.183582
5.865026,-8.145870
5.810846,-8.108158
5.756918,-8.070445
5.703240,-8.032733
5.649815,-7.995021
5.596640,-7.957308
5.543717,-7.919596
5.491046,-7.881884
5.438625,-7.844171
5.386457,-7.806459
5.334539,-7.768747
5.282873,-7.731034
5.231459,-7.693322
5.180296,-7.655609
5.129384,-7.617897
5.078724,-7.580185
5.028315,-7.542472
4.978157,-7.504760
4.928251,-7.467048
4.878597,-7.429335
4.829194,-7.391623
4.780042,-7.353911
4.731141,-7.316198
4.682493,-7.278486
4.634095,-7.240773
4.585949,-7.203061
4.538054,-7.165349
4.490411,-7.127636
4.443019,-7.089924
4.395879,-7.052212
4.348990,-7.014499
4.302352,-6.976787
4.255966,-6.939075
4.209831,-6.901362
4.163948,-6.863650
4.118316,-6.825937
4.072935,-6.788225
4.027806,-6.750513
3.982928,-6.712800
3.938302,-6.675088
3.893927,-6.637376
3.849804,-6.599663
3.805932,-6.561951
3.762311,-6.524239
3.718942,-6.486526
3.675824,-6.448814
3.632958,-6.411101
3.590343,-6.373389
3.547979,-6.335677
3.505867,-6.297964
3.464006,-6.260252
3.422397,-6.222540
3.381039,-6.184827
3.339932,-6.147115
3.299077,-6.109403
3.258474,-6.071690
3.218122,-6.033978
3.178021,-5.996266
3.138171,-5.958553
3.098573,-5.920841
3.059227,-5.883128
3.020132,-5.845416
2.981288,-5.807704
2.942696,-5.769991
2.904355,-5.732279
2.866265,-5.694567
2.828427,-5.656854
2.790840,-5.619142
2.753505,-5.581430
