-4.000000,5.000000
0.000000,7.000000
5.000000,-5.000000
-4.000000,-2.000000
-4.000000,5.000000
-3.636364,5.181818
-3.333333,5.333333
-3.076923,5.461538
-2.857143,5.571429
-2.666667,5.666667
-2.500000,5.750000
-2.352941,5.823529
-2.222222,5.888889
-2.105263,5.947368
-2.000000,6.000000
0.000000,7.000000
0.454545,5.909091
0.833333,5.000000
1.153846,4.230769
1.428571,3.571429
1.666667,3.000000
1.875000,2.500000
2.058824,2.058824
2.222222,1.666667
2.368421,1.315789
2.500000,1.000000
5.000000,-5.000000
4.181818,-4.727273
3.500000,-4.500000
2.923077,-4.307692
2.428571,-4.142857
2.000000,-4.000000
1.625000,-3.875000
1.294118,-3.764706
1.000000,-3.666667
0.736842,-3.578947
0.500000,-3.500000
